	Stop number	Name without locality	Locality	Locality number	Code	Stop No	NaPTAN stop class	NaPTANId	Easting	Northing	lat	lon
11116	13050	Long Mile Road	Drimnagh	E0822008	->E	218	BCT	8220DB002181	710641	731691	53.32390099	-6.339198779
11117	13051	Walkinstown Parade	Drimnagh	E0822008	->E	218	BCT	8220DB002182	710908	731704	53.32396192	-6.335188222
11118	13052	Shopping Centre	Walkinstown	E0822004	->SW	2103	BCT	8220DB002103	711259	731503	53.3220827	-6.329992417
11119	13053	Iveagh Gardens	Crumlin	E0822009	->W	2097	BCT	8220DB002097	712595	732130	53.32743275	-6.309725806
11120	13054	Crumlin Road (Cooley Road)	Crumlin	E0822009	->SW	20	BCT	8220DB002099	712142	731911	53.32556158	-6.316600469
11121	13054	Crumlin Road (Cooley Road)	Crumlin	E0822009	->NE	1424	BCT	8220DB001424	712132	731922	53.32566251	-6.316746622
11122	13055	Crumlin Childrens Hospital	Walkinstown	E0822004	->W	210	BCT	8220DB002101	712035	731839	53.32493745	-6.318231362
11123	13056	Drimnagh Road (Slievebloom Road)	Drimnagh	E0822008	->W	210	BCT	8220DB002102	711504	731749	53.32424102	-6.326230167
11124	13056	Drimnagh Road (Slievebloom Road)	Drimnagh	E0822008	->E	2185	BCT	8220DB002185	711413	731750	53.32426916	-6.327595165
11125	13057	Crumlin Shopping Centre	Crumlin	E0822009	->E	218	BCT	8220DB002189	713232	732397	53.3296954	-6.300072408
11127	13058	Dolphin's Barn	Dolphins Barn	E0822017	->NE	2190	BCT	8220DB002190	713740	732771	53.33294615	-6.292315414
11128	13058	Dolphin's Barn	Dolphins Barn	E0822017	->SW	1406	BCT	8220DB001406	713781	732795	53.33315293	-6.291691527
11129	13059	Sarah Place	Islandbridge	E0822007	->W	21	BCT	8220DB002191	712493	734420	53.34802557	-6.310443265
11130	13060	U.C.D Boat Club	Islandbridge	E0822007	->W	21	BCT	8220DB002192	712147	734325	53.34724562	-6.315671093
11131	13061	Crumlin College	Crumlin	E0822009	->E	2188	BCT	8220DB002188	713044	732317	53.32901692	-6.302921981
11132	13061	Crumlin College	Crumlin	E0822009	->W	2095	BCT	8220DB002095	713074	732320	53.32903747	-6.302470752
11133	13062	Raphoe Road	Drimnagh	E0822008	->E	2186	BCT	8220DB002186	712409	732070	53.32693328	-6.31253798
11134	13063	Iveagh Grounds	Crumlin	E0822009	->E	2187	BCT	8220DB002187	712756	732202	53.32804528	-6.307284425
11135	13064	Werburgh Street	Dublin City South	E0822091	->S	2310	BCT	8220DB002310	715214	733864	53.3424457	-6.269798428
11136	13065	Kevin Street Garda Station	Dublin City South	E0822091	->SE	23	BCT	8220DB002311	715181	733389	53.33818604	-6.270466449
11137	13066	The Coombe	The Coombe	E0822071	->E	741	BCT	8220DB007412	714647	733566	53.33989192	-6.278416854
11138	13066	The Coombe	The Coombe	E0822071	->SE	7413	BCT	8220DB007413	714844	733538	53.3395977	-6.275470244
11139	13066	The Coombe	The Coombe	E0822071	->W1	5025	BCT	8220DB005025	714703	733553	53.33976302	-6.27758106
11140	13066	The Coombe	The Coombe	E0822071	->W2	231	BCT	8220DB002312	714845	733458	53.33887885	-6.275484235
11141	13067	Ardee Court	The Coombe	E0822071	->W	2313	BCT	8220DB002313	714646	733438	53.33874233	-6.278478182
11142	13068	Caledon Road	East Wall	E0822052	->SW	227	BCT	8220DB002279	717727	735094	53.35294137	-6.231622199
11143	13069	Church Road	East Wall	E0822052	->SW	225	BCT	8220DB002259	717386	735152	53.35353813	-6.236720191
11144	13069	Church Road	East Wall	E0822052	->NW	2280	BCT	8220DB002280	717367	735015	53.35231172	-6.237056239
11145	13069	Church Road	East Wall	E0822052	->NE	228	BCT	8220DB002281	717385	735166	53.35366411	-6.236730013
11146	13070	Saint Joseph's Church	East Wall	E0822052	->NW	228	BCT	8220DB002282	717262	735294	53.35484117	-6.238529251
11147	13070	Saint Joseph's Church	East Wall	E0822052	->SE	2258	BCT	8220DB002258	717297	735274	53.35465375	-6.238011177
11148	13071	St. Agnes Road (Cromwellsfort Rd)	Walkinstown	E0822004	->NE	2327	BCT	8220DB002327	712147	730938	53.31681998	-6.316869496
11149	13072	Saint Agnes Church	Walkinstown	E0822004	->NW	2328	BCT	8220DB002328	712230	731248	53.31958716	-6.315514725
11150	13073	Saint Agnes Road	Walkinstown	E0822004	->NW	232	BCT	8220DB002329	712122	731386	53.3208497	-6.317086172
11151	13074	Saint Agnes Road	Walkinstown	E0822004	->NW	2330	BCT	8220DB002330	711972	731527	53.32214804	-6.31928678
11152	13075	Garda Station	Crumlin	E0822009	->SE	231	BCT	8220DB002319	712256	731240	53.31950979	-6.315127501
11153	13077	Crumlin Bowling Club	Crumlin	E0822009	->SW	2317	BCT	8220DB002317	711996	731669	53.32341857	-6.318876559
11154	13078	Somerville Avenue	Crumlin	E0822009	->SE	2318	BCT	8220DB002318	712002	731509	53.32198001	-6.318843046
11155	13079	Bargy Road	East Wall	E0822052	->SW	2278	BCT	8220DB002278	717838	735257	53.35438083	-6.229895061
11156	13079	Bargy Road	East Wall	E0822052	1	7514	BCT	8220DB007514	717830	735251	53.35432871	-6.230017404
11157	13080	Church Road	East Wall	E0822052	->SE	2260	BCT	8220DB002260	717503	734959	53.35177851	-6.23503526
11158	13081	Church Court Estate	East Wall	E0822052	->E	226	BCT	8220DB002261	717675	735059	53.35263855	-6.232415894
11159	13082	Merchants Road	East Wall	E0822052	->SE	226	BCT	8220DB002262	718060	735167	53.3535229	-6.226595602
11160	13083	Calor Gas Supplies	Tolka Quay	E0822055	->E	2254	BCT	8220DB002254	720037	734860	53.35032044	-6.197031054
11161	13084	Annesley Bridge	North Strand	E0822082	->SW	616	BCT	8220DB000616	717178	735857	53.35991702	-6.239581965
11162	13084	Annesley Bridge	North Strand	E0822082	->SE	2255	BCT	8220DB002255	717265	735894	53.3602301	-6.23826189
11163	13084	Annesley Bridge	North Strand	E0822082	1	51	BCT	8220DB000519	717180	735904	53.36033876	-6.239534529
11164	13085	Portside Court	East Wall	E0822052	->NE	2283	BCT	8220DB002283	717425	735686	53.35832621	-6.235936552
11165	13085	Portside Court	East Wall	E0822052	->SW	2256	BCT	8220DB002256	717444	735689	53.35834894	-6.235650152
11166	13086	West Road	East Wall	E0822052	->S	2257	BCT	8220DB002257	717279	735466	53.35638242	-6.238210284
11167	13087	Irish Ferries Terminal	Tolka Quay	E0822055	->W	2270	BCT	8220DB002270	720145	734348	53.34569691	-6.195604024
11168	13088	Alexandra Road	Tolka Quay	E0822055	->W	2274	BCT	8220DB002274	719598	734834	53.3501863	-6.203631144
11169	13089	Alexandra Road (Branch Road South)	Tolka Quay	E0822055	->E1	2267	BCT	8220DB002267	719013	734879	53.35072242	-6.212396263
11170	13089	Alexandra Road (Branch Road South)	Tolka Quay	E0822055	->E2	2276	BCT	8220DB002276	718774	734879	53.35077612	-6.21598419
11172	13090	Docklands Innovation Industrial Park	East Wall	E0822052	->NW	2277	BCT	8220DB002277	717971	735232	53.35412662	-6.227907564
11173	13091	Breakwater Road South	Tolka Quay	E0822055	->E	226	BCT	8220DB002269	719617	734848	53.35030776	-6.203340628
11174	13092	Dublin Graving Docks	Tolka Quay	E0822055	->E	2264	BCT	8220DB002264	718332	734908	53.35113565	-6.222608796
11175	13093	Alexandra Road (Branch Road)	Tolka Quay	E0822055	->E	2265	BCT	8220DB002265	718515	734903	53.35104978	-6.219863392
11176	13093	Alexandra Road (Branch Road)	Tolka Quay	E0822055	1	75	BCT	8220DB007521	718571	734888	53.35090249	-6.219028315
11177	13094	Branch Road South	Tolka Quay	E0822055	->E	2266	BCT	8220DB002266	718842	734890	53.35085966	-6.214959227
11179	13095	James Street	James's Gate	E0822096	->W	194	BCT	8220DB001941	713921	733933	53.3433454	-6.28918142
11180	13097	Mount Brown	Kilmainham	E0822018	->W	1943	BCT	8220DB001943	713316	733699	53.34137326	-6.298346366
11181	13098	Old Kilmainham	Kilmainham	E0822018	->W	1944	BCT	8220DB001944	712967	733613	53.34067533	-6.303615405
11182	13098	Old Kilmainham	Kilmainham	E0822018	->E	1993	BCT	8220DB001993	712889	733631	53.34085366	-6.304779727
11183	13099	James Street	James's Gate	E0822096	->E1	1996	BCT	8220DB001996	713967	733958	53.34356007	-6.288481954
11184	13099	James Street	James's Gate	E0822096	->E2	1940	BCT	8220DB001940	714150	733960	53.3435386	-6.285734348
11185	13099	James Street	James's Gate	E0822096	->E	1997	BCT	8220DB001997	714166	733964	53.34357108	-6.285492742
11186	13100	Francis Street	The Coombe	E0822071	->S	1936	BCT	8220DB001936	714949	733571	53.33987134	-6.273882345
11187	13101	High Street	Liberties	E0822095	->W	1937	BCT	8220DB001937	714989	733930	53.3430875	-6.273151674
11188	13102	Thomas Street (John Street)	Liberties	E0822095	->E1	1	BCT	8220DB001999	714760	733928	53.34311924	-6.276589701
11189	13102	Thomas Street (John Street)	Liberties	E0822095	->E2	1938	BCT	8220DB001938	714749	733912	53.34297789	-6.276760608
11190	13103	Thomas Street (St. Catherine's Lane)	Liberties	E0822095	->E	1998	BCT	8220DB001998	714500	733924	53.34313961	-6.280493772
11191	13103	Thomas Street (St. Catherine's Lane)	Liberties	E0822095	->W	193	BCT	8220DB001939	714489	733908	53.34299827	-6.280664667
11192	13104	Church	Inchicore	E0822006	->SW	1950	BCT	8220DB001950	711489	733060	53.33602104	-6.325994134
11193	13105	Lansdowne Valley Park	Bluebell (Dublin City)	E0822003	->N	1985	BCT	8220DB001985	711267	732710	53.33292366	-6.329448791
11194	13105	Lansdowne Valley Park	Bluebell (Dublin City)	E0822003	->S	195	BCT	8220DB001951	711288	732734	53.33313484	-6.329125219
11195	13106	Lansdowne Valley Park	Bluebell (Dublin City)	E0822003	->SW	195	BCT	8220DB001952	711218	732556	53.33155055	-6.330238168
11196	13107	Entrance to Bluebell	Bluebell (Dublin City)	E0822003	->SW	1953	BCT	8220DB001953	711099	732380	53.3299945	-6.332085621
11197	13108	Tyrconnell Road #1	Inchicore	E0822006	->SW1	194	BCT	8220DB001949	711643	733244	53.33764148	-6.32361808
11198	13108	Tyrconnell Road #1	Inchicore	E0822006	->SW2	1948	BCT	8220DB001948	711749	733361	53.33867013	-6.321985913
11199	13110	Emmet Road	Inchicore	E0822006	->E	1990	BCT	8220DB001990	712230	733573	53.34047278	-6.314691573
11200	13110	Emmet Road	Inchicore	E0822006	->W1	1946	BCT	8220DB001946	712120	733531	53.3401188	-6.316357477
11201	13110	Emmet Road	Inchicore	E0822006	->W2	1947	BCT	8220DB001947	712014	733495	53.33981786	-6.317961195
11202	13111	Carnegie Centre	Dublin City South	E0822091	->W	1935	BCT	8220DB001935	715308	734032	53.34393435	-6.268326352
11203	13112	Dunard Estate	Cabra	E0822019	->NW	1805	BCT	8220DB001805	713316	735902	53.3611627	-6.297557861
11204	13113	Navan Road	Cabra	E0822019	->SE	1905	BCT	8220DB001905	712928	736139	53.36337465	-6.303299713
11205	13113	Navan Road	Cabra	E0822019	->NW	1806	BCT	8220DB001806	712973	736088	53.36290691	-6.302642142
11206	13114	Cabra Road (Carnlough Road)	Cabra	E0822019	->E	1803	BCT	8220DB001803	713541	735952	53.3615636	-6.294161194
11207	13114	Cabra Road (Carnlough Road)	Cabra	E0822019	->W	180	BCT	8220DB001802	713516	735931	53.36138032	-6.294544145
11209	13115	Mask Crescent	Artane	E0822036	->SW	17	BCT	8220DB001799	719970	738503	53.38305868	-6.196655118
11210	13116	Gracefield Road	Artane	E0822036	->E	478	BCT	8220DB004782	719578	738432	53.38250977	-6.2025712
11211	13116	Gracefield Road	Artane	E0822036	->W	180	BCT	8220DB001801	719600	738420	53.382397	-6.202245228
11212	13117	Carnlough Road (Cabra Road)	Cabra	E0822019	->S	833	BCT	8220DB000833	713597	735977	53.36177615	-6.293311284
11213	13117	Carnlough Road (Cabra Road)	Cabra	E0822019	->N	820	BCT	8220DB000820	713583	735998	53.3619678	-6.29351398
11214	13118	Cabra Drive	Cabra East	E0822058	->SE	1908	BCT	8220DB001908	713742	735637	53.3586908	-6.291256073
11215	13118	Cabra Drive	Cabra East	E0822058	->NW	1913	BCT	8220DB001913	713706	735649	53.35880633	-6.291792325
11216	13119	Old Cabra Road	Cabra	E0822019	->NW	1914	BCT	8220DB001914	713501	735801	53.36021576	-6.294816027
11217	13120	Meath Street	Liberties	E0822095	->W	1918	BCT	8220DB001918	714591	733823	53.34221265	-6.279164391
11218	13121	Dame Street	Temple Bar	E0822089	->E	1934	BCT	8220DB001934	715487	734076	53.34429056	-6.265623469
11220	13122	Cabra Cross	Cabra	E0822019	->SE	1906	BCT	8220DB001906	713348	735907	53.36120076	-6.297075539
11221	13123	Railway Bridge	Cabra	E0822019	->SE	1907	BCT	8220DB001907	713568	735768	53.35990495	-6.293821785
11222	13124	Prussia Street	Arbour Hill	E0822057	->SE	190	BCT	8220DB001909	713936	735449	53.35696026	-6.288410723
11223	13125	Old Belvedere Rugby Football Club	Ballsbridge	E0822029	->SW	2006	BCT	8220DB002006	717897	731608	53.32159001	-6.230367027
11224	13126	R.T.E. Televison Studios	Donnybrook	E0822030	->NE	2085	BCT	8220DB002085	718593	730911	53.31517375	-6.220186156
11225	13127	Nutley Lane	Merrion	E0822039	->SW	7053	BCT	8220DB007053	719024	731278	53.31837371	-6.213583567
11226	13127	Nutley Lane	Merrion	E0822039	->NW	2086	BCT	8220DB002086	718948	731256	53.31819316	-6.214731884
11227	13128	Merlyn Park	Merrion	E0822039	->W	2087	BCT	8220DB002087	719068	731528	53.32060947	-6.212829685
11228	13129	Anglesea Road (Simmonscourt Road)	Ballsbridge	E0822029	->S	2005	BCT	8220DB002005	717889	731921	53.32440337	-6.230370691
11229	13130	Saint Audeon's Church	Dublin City South	E0822091	->E	200	BCT	8220DB002001	714955	733954	53.34331047	-6.273653305
11230	13131	Lord Edward Street	Dublin City South	E0822091	->E1	200	BCT	8220DB002002	715232	734015	53.34379819	-6.269473319
11231	13131	Lord Edward Street	Dublin City South	E0822091	->E2	2003	BCT	8220DB002003	715312	734044	53.34404127	-6.268261942
11234	13132	Pembroke Road	Ballsbridge	E0822029	->SE	2004	BCT	8220DB002004	717715	732554	53.3301281	-6.232746217
11235	13133	Anglesea Road	Ballsbridge	E0822029	->N	2093	BCT	8220DB002093	717847	732353	53.32829323	-6.230840258
11236	13135	Crumlin Road	Crumlin	E0822009	->W	2096	BCT	8220DB002096	712787	732207	53.32808359	-6.306817491
11238	13136	Simmonscourt Castle	Ballsbridge	E0822029	->N	20	BCT	8220DB002092	717844	731978	53.32492539	-6.231024649
11239	13137	Nutley Lane (Saint Vincent's Hospital)	Merrion	E0822039	->SW	2088	BCT	8220DB002088	718860	731154	53.31729669	-6.216090175
11240	13138	Elm Park Golf Club	Donnybrook	E0822030	->SW	208	BCT	8220DB002089	718622	730926	53.31530199	-6.219745554
11241	13139	Anglesea Road (Donnybrook Road)	Donnybrook	E0822030	->N	2090	BCT	8220DB002090	717808	731389	53.3196426	-6.231783562
11243	13140	Anglesea Road	Ballsbridge	E0822029	->N	20	BCT	8220DB002091	717898	731654	53.32200299	-6.230334925
11244	13141	Tyrconnell Road	Inchicore	E0822006	->NE	1986	BCT	8220DB001986	711408	732984	53.33535538	-6.327236499
11245	13142	Oblate of Mary Immaculate Church	Inchicore	E0822006	->NE	1987	BCT	8220DB001987	711492	733090	53.33628991	-6.325938555
11246	13143	Oblate Church	Inchicore	E0822006	->NE	1988	BCT	8220DB001988	711690	733314	53.33826038	-6.322888005
11247	13144	Naas Road	Bluebell (Dublin City)	E0822003	->SW	1954	BCT	8220DB001954	710921	732240	53.32877417	-6.334805659
11248	13144	Naas Road	Bluebell (Dublin City)	E0822003	->NE	1984	BCT	8220DB001984	710980	732316	53.32944453	-6.333893729
11249	13145	Carriglea Industrial Estate	Bluebell (Dublin City)	E0822003	->W	1955	BCT	8220DB001955	710716	732143	53.32794571	-6.337915663
11250	13146	Naas Road (Kylemore Road)	Bluebell (Dublin City)	E0822003	->NE	198	BCT	8230DB001981	710260	731970	53.32648675	-6.344818227
11251	13146	Naas Road (Kylemore Road)	Bluebell (Dublin City)	E0822003	->E	198	BCT	8220DB001982	710444	732057	53.32722995	-6.342027049
11252	13146	Naas Road (Kylemore Road)	Bluebell (Dublin City)	E0822003	->SW	1956	BCT	8220DB001956	710325	731958	53.32636542	-6.343847094
11253	13147	Ewington Lane	Kilmainham	E0822018	->E	1995	BCT	8220DB001995	713654	733852	53.34267519	-6.293218227
11254	13149	Saint James's Hospital	Kilmainham	E0822018	->W	4516	BCT	8220DB004516	713418	733543	53.33995008	-6.296871235
11255	13149	Saint James's Hospital	Kilmainham	E0822018	->E	1994	BCT	8220DB001994	713247	733703	53.34142396	-6.299380601
11256	13150	Camac Close	Inchicore	E0822006	->SE	198	BCT	8220DB001989	711946	733481	53.33970648	-6.31898677
11257	13151	Rathfarnham Castle	Rathfarnham	E0823016	->S1	1303	BCT	8230DB001303	714401	729046	53.29934231	-6.283739278
11259	13152	Butterfield Avenue	Rathfarnham	E0823016	->S	1304	BCT	8230DB001304	714350	728915	53.29817655	-6.284551179
11260	13154	Nutgrove Avenue	Nutgrove	E0825031	->NW	128	BCT	8230DB001281	714787	728487	53.29423741	-6.278153327
11261	13154	Nutgrove Avenue	Nutgrove	E0825031	->SE	1306	BCT	8230DB001306	714582	728558	53.29491954	-6.281201274
11262	13155	Rathfarnham Road	Rathfarnham	E0823016	->S1	130	BCT	8230DB001302	714388	729304	53.30166272	-6.283841275
11263	13155	Rathfarnham Road	Rathfarnham	E0823016	->N	1333	BCT	8230DB001333	714370	729464	53.30310388	-6.284053564
11264	13155	Rathfarnham Road	Rathfarnham	E0823016	->S2	130	BCT	8230DB001301	714405	729553	53.30389581	-6.283496631
11265	13156	Riverside Cottages Estate	Templeogue	E0823019	->NE	1157	BCT	8230DB001157	713167	728950	53.29874481	-6.302277184
11266	13157	Springfield Road	Templeogue	E0823019	->NE	1158	BCT	8230DB001158	713380	729173	53.30070251	-6.299003699
11267	13158	Grange Road (Sarah Curran Avenue)	Rathfarnham	E0823016	->N	1325	BCT	8230DB001325	714524	727623	53.286533	-6.282407884
11268	13158	Grange Road (Sarah Curran Avenue)	Rathfarnham	E0823016	->S	1324	BCT	8230DB001324	714495	727702	53.28724891	-6.282814142
11269	13159	Grange Road (St. Edna's Drive)	Rathfarnham	E0823016	->S1	1326	BCT	8230DB001326	714485	727875	53.28880513	-6.282901724
11270	13159	Grange Road (St. Edna's Drive)	Rathfarnham	E0823016	->S2	1323	BCT	8230DB001323	714499	727906	53.28908058	-6.282680679
11271	13161	Hockey Club	Nutgrove	E0825031	->SE	1308	BCT	8250DB001308	714964	728436	53.29374093	-6.275518035
11272	13161	Hockey Club	Nutgrove	E0825031	->NW	131	BCT	8230DB001319	714958	728427	53.29366138	-6.275611248
11273	13162	Grange Road (Nutgrove Avenue)	Rathfarnham	E0823016	->NE	1320	BCT	8230DB001320	714605	728508	53.29446542	-6.280874469
11274	13163	Grange Park Estate	Rathfarnham	E0823016	->S	13	BCT	8230DB001322	714510	728088	53.2907131	-6.282450189
11275	13164	Templeogue Road	Templeogue	E0823019	->NE	1155	BCT	8230DB001155	712849	728723	53.29677344	-6.307126166
11276	13165	Knocklyon Road	Knocklyon	E0823008	->NW	114	BCT	8230DB001142	712623	727697	53.28760484	-6.310878526
11277	13166	Knockaire	Knocklyon	E0823008	->SW	1143	BCT	8230DB001143	712467	727227	53.28341587	-6.313383414
11278	13166	Knockaire	Knocklyon	E0823008	->NE	115	BCT	8230DB001152	712464	727244	53.28356922	-6.313422368
11279	13168	Scholarstown Road	Knocklyon	E0823008	->S	1145	BCT	8230DB001145	712151	727041	53.28181192	-6.318185702
11280	13168	Scholarstown Road	Knocklyon	E0823008	->N	1150	BCT	8230DB001150	712142	727048	53.2818767	-6.318318133
11281	13169	Knocklyon Road (Lansdowne Park)	Knocklyon	E0823008	->N	1154	BCT	8230DB001154	712604	727851	53.28899227	-6.311108784
11282	13169	Knocklyon Road (Lansdowne Park)	Knocklyon	E0823008	->S	114	BCT	8230DB001141	712607	727954	53.28991689	-6.31102731
11283	13170	Marian Road	Rathfarnham	E0823016	->S	1135	BCT	8230DB001135	713513	728368	53.29344271	-6.297297012
11284	13170	Marian Road	Rathfarnham	E0823016	->N	1137	BCT	8230DB001137	713521	728471	53.29436625	-6.297140263
11285	13171	Butterfield Grove	Rathfarnham	E0823016	->W	1138	BCT	8230DB001138	713301	728516	53.29481754	-6.300422707
11286	13172	Butterfield Avenue (Old Bridge Road)	Rathfarnham	E0823016	->E	113	BCT	8230DB001131	712806	728438	53.29422241	-6.307872122
11287	13172	Butterfield Avenue (Old Bridge Road)	Rathfarnham	E0823016	->W	113	BCT	8230DB001139	712881	728440	53.29422442	-6.306746924
11288	13173	Firhouse Road (Ballyroan Road)	Knocklyon	E0823008	->SW	1140	BCT	8230DB001140	712691	728338	53.29334856	-6.309631811
11289	13174	Dargle Wood Estate	Knocklyon	E0823008	->SW	1144	BCT	8230DB001144	712357	727103	53.28232528	-6.31507608
11290	13174	Dargle Wood Estate	Knocklyon	E0823008	->NE	115	BCT	8230DB001151	712368	727126	53.28252956	-6.31490307
11291	13175	Knockcullen Rise	Knocklyon	E0823008	->N	1153	BCT	8230DB001153	712619	727615	53.28686907	-6.310967547
11292	13176	Saint Colmcille's School	Knocklyon	E0823008	->E	1146	BCT	8230DB001146	712415	726782	53.2794294	-6.314320216
11293	13177	Scholarstown Road (Scholarstown)	Knocklyon	E0823008	->NE	1147	BCT	8230DB001147	712704	726788	53.27942198	-6.309986553
11294	13177	Scholarstown Road (Scholarstown)	Knocklyon	E0823008	->SW	1148	BCT	8230DB001148	712710	726775	53.27930393	-6.309901234
11295	13178	Saint Colmcille's Community School	Knocklyon	E0823008	->W	114	BCT	8230DB001149	712322	726775	53.27938622	-6.315716577
11296	13179	Moran's Hotel	Fox & Geese	E0823003	->NE	1977	BCT	8230DB001977	709142	731283	53.32054682	-6.361830112
11297	13179	Moran's Hotel	Fox & Geese	E0823003	->SW	196	BCT	8230DB001961	709075	731190	53.31972518	-6.362867282
11298	13180	Robin Hood Industrial Estate	Fox & Geese	E0823003	->NE	1978	BCT	8230DB001978	709431	731465	53.32212215	-6.357431512
11299	13181	Naas Road (Club Road)	Fox & Geese	E0823003	->NE	197	BCT	8230DB001979	709621	731586	53.32316984	-6.354539059
11300	13181	Naas Road (Club Road)	Fox & Geese	E0823003	->SW	195	BCT	8230DB001959	709543	731480	53.32223375	-6.35574596
11301	13182	John F. Kennedy Drive	Fox & Geese	E0823003	->NE	1980	BCT	8230DB001980	709947	731789	53.32492586	-6.349577489
11302	13183	Monastery Road (Naas Road)	Tallaght	E0823018	->SE	437	BCT	8230DB004379	708361	730792	53.31629635	-6.373715086
11303	13184	Monastery Road	Clondalkin	E0823022	->W1	1970	BCT	8230DB001970	707305	731263	53.32074248	-6.389397339
11304	13184	Monastery Road	Clondalkin	E0823022	->E	197	BCT	8230DB001972	707249	731294	53.3210323	-6.390227029
11305	13184	Monastery Road	Clondalkin	E0823022	->W2	197	BCT	8230DB001971	707148	731311	53.32120546	-6.391736609
11306	13185	Monastery Rise	Clondalkin	E0823022	->E	1973	BCT	8230DB001973	707555	731194	53.32007192	-6.385669974
11307	13185	Monastery Rise	Clondalkin	E0823022	->E1	196	BCT	8230DB001969	707648	731167	53.31981048	-6.384283876
11308	13186	Monastery Road (Monastery Health Avenue)	Clondalkin	E0823022	->W	1968	BCT	8230DB001968	707782	731137	53.31951373	-6.382283708
11309	13186	Monastery Road (Monastery Health Avenue)	Clondalkin	E0823022	->E2	1974	BCT	8230DB001974	707807	731146	53.31958949	-6.381905585
11310	13187	Thornfield Square	Clondalkin	E0823022	->N1	2115	BCT	8230DB002115	706903	731798	53.3256299	-6.39524824
11311	13187	Thornfield Square	Clondalkin	E0823022	->S	2158	BCT	8230DB002158	706911	731773	53.3254037	-6.395136631
11312	13187	Thornfield Square	Clondalkin	E0823022	->N2	2114	BCT	8230DB002114	706904	731807	53.32571055	-6.395230201
11313	13188	Ninth Lock Road	Clondalkin	E0823022	->SE1	2130	BCT	8230DB002130	706738	732244	53.32966979	-6.397573883
11314	13188	Ninth Lock Road	Clondalkin	E0823022	->SE2	2116	BCT	8230DB002116	706827	732088	53.32825043	-6.396290895
11315	13188	Ninth Lock Road	Clondalkin	E0823022	->NW	2117	BCT	8230DB002117	706712	732263	53.32984572	-6.39795765
11316	13189	New Road (Main Street Clondalkin)	Clondalkin	E0823022	->N	211	BCT	8230DB002112	707040	731249	53.32067032	-6.393377886
11317	13190	Knockmeenagh Lane	Tallaght	E0823018	->SW	210	BCT	8230DB002109	707835	730637	53.31501125	-6.381658532
11318	13191	Newlands Garden Centre	Clondalkin	E0823022	->E	2110	BCT	8230DB002110	707149	730581	53.31464736	-6.39196818
11319	13192	Church	Clondalkin	E0823022	->S	216	BCT	8230DB002161	706941	730991	53.31837259	-6.394950177
11320	13192	Church	Clondalkin	E0823022	->N		BCT	8230DB002111	707096	731082	53.31915877	-6.392594101
11321	13193	Kew Park	Lucan	E0823011	->SE	1437	BCT	8230DB001437	702049	735235	53.35746451	-6.466976534
11322	13194	Naas Road (Long Mile Road)	Greenhills	E0823010	->SW1	1958	BCT	8230DB001958	709962	731749	53.32456342	-6.349366296
11323	13194	Naas Road (Long Mile Road)	Greenhills	E0823010	->SW2	1957	BCT	8230DB001957	710117	731847	53.32541157	-6.347006627
11324	13195	Castleside	Rathfarnham	E0823016	->S	133	BCT	8230DB001332	714376	729203	53.30075803	-6.284057601
11325	13196	Loretto Convent	Rathfarnham	E0823016	->S	13	BCT	8230DB001321	714523	728283	53.29246197	-6.282185009
11326	13196	Loretto Convent	Rathfarnham	E0823016	->N	1328	BCT	8230DB001328	714512	728254	53.29220384	-6.282360377
11327	13197	Saint Mary's Boys School	Rathfarnham	E0823016	->NW	132	BCT	8230DB001329	714524	728565	53.29499495	-6.282068357
11328	13198	Grange Road (Willbrook Road)	Rathfarnham	E0823016	->SE	1305	BCT	8230DB001305	714403	728698	53.29621581	-6.283834639
11329	13198	Grange Road (Willbrook Road)	Rathfarnham	E0823016	->NW	1330	BCT	8230DB001330	714393	728695	53.29619102	-6.283985656
11330	13200	Woodford Walk (Woodford Ave)	Clondalkin	E0823022	->NW	1964	BCT	8230DB001964	708026	731554	53.32321009	-6.378481047
11331	13201	Woodford Hill	Clondalkin	E0823022	->NE	454	BCT	8230DB004549	708090	731338	53.32125662	-6.377594419
11332	13201	Woodford Hill	Clondalkin	E0823022	->S	1966	BCT	8230DB001966	708065	731258	53.32054306	-6.377996756
11333	13202	The Red Cow Hotel	Fox & Geese	E0823003	->NE	1960	BCT	8230DB001960	709133	731241	53.32017138	-6.361979588
11334	13203	Woodford Rise	Clondalkin	E0823022	->N	1963	BCT	8230DB001963	708030	731201	53.32003814	-6.378541273
11354	13215	Boundary wall	Glasnevin	E0822022	->SE	7425	BCT	8220DB007425	713550	738993	53.38887865	-6.292933788
11355	13216	Ballygall Parade	Glasnevin	E0822022	->SE	7426	BCT	8220DB007426	713883	738620	53.38545638	-6.288064506
11356	13217	Close to PLp35	Glasnevin	E0822022	->NW	7428	BCT	8220DB007428	713529	739016	53.38908976	-6.293241074
11357	13218	Memorial Gardens gate	Islandbridge	E0822007	->E	7435	BCT	8220DB007435	712177	733873	53.34317893	-6.315380836
11358	13219	Glasanaon Road (Ballygall Place)	Glasnevin	E0822022	->SE	7424	BCT	8220DB007424	713613	738898	53.38801173	-6.2920213
11360	13220	Kildare Road (Windmill Road)	Crumlin	E0822009	->W	7414	BCT	8220DB007414	712515	731875	53.32515908	-6.311016683
